Table,NAME,FMTName,Type,Value,Label,FLAT,METRO
AHS2015,JOBTYPE10,JOBTYPE,C,03,Landslide damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,04,Lightning or fire damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,05,Flood damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,06,Other natural disaster damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,07,Added bedroom onto home,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,08,Added bathroom onto home,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,09,Added recreation room onto home,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,10,Added kitchen onto home,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,11,Added other inside room onto home,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,12,Bathroom remodeled,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,13,Kitchen remodeled,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,14,Attached garage or carport added to home,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,15,"Porch, deck, patio, or terrace added to home",YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,16,Added/replaced roof over entire home,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,17,Added/replaced siding on home,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,18,Added/replaced doors or windows in home,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,19,"Added/replaced chimney, stairs or other exterior addition",YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,20,Added/replaced insulation in home,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,21,Added/replaced internal water pipes in home,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,22,Added/replaced plumbing fixtures in home,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,23,"Added/replaced electrical wiring, fuse boxes, or breaker switches in home",YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,24,Added/replaced security system in home,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,25,"Added/replaced carpeting, flooring, paneling, or ceiling tiles",YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,26,Added/replaced central air conditioning,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,27,Added/replaced built-in heating equipment,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,28,Added/replaced septic tank,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,29,Added/replaced water heater,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,30,Added/replaced built-in dishwasher or garbage disposal,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,31,Other major improvements or repairs inside home (up to three could be reported),YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,32,Added/replaced driveways or walkways,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,33,Added/replaced fencing or walls,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,34,"Added/replaced swimming pool, tennis court, or other recreational structure",YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,35,"Added/replaced shed, detached garage, or other building",YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,36,Added/replaced landscaping or sprinkler system,YES,YES
AHS2015,JOBTYPE10,JOBTYPE,C,37,Other major improvements or repairs to lot or yard (up to three could be reported),YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,01,Earthquake damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,02,"Tornado, hurricane, etc. damage required extensive repairs to home",YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,03,Landslide damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,04,Lightning or fire damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,05,Flood damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,06,Other natural disaster damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,07,Added bedroom onto home,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,08,Added bathroom onto home,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,09,Added recreation room onto home,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,10,Added kitchen onto home,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,11,Added other inside room onto home,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,12,Bathroom remodeled,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,13,Kitchen remodeled,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,14,Attached garage or carport added to home,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,15,"Porch, deck, patio, or terrace added to home",YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,16,Added/replaced roof over entire home,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,17,Added/replaced siding on home,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,18,Added/replaced doors or windows in home,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,19,"Added/replaced chimney, stairs or other exterior addition",YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,20,Added/replaced insulation in home,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,21,Added/replaced internal water pipes in home,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,22,Added/replaced plumbing fixtures in home,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,23,"Added/replaced electrical wiring, fuse boxes, or breaker switches in home",YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,24,Added/replaced security system in home,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,25,"Added/replaced carpeting, flooring, paneling, or ceiling tiles",YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,26,Added/replaced central air conditioning,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,27,Added/replaced built-in heating equipment,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,28,Added/replaced septic tank,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,29,Added/replaced water heater,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,30,Added/replaced built-in dishwasher or garbage disposal,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,31,Other major improvements or repairs inside home (up to three could be reported),YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,32,Added/replaced driveways or walkways,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,33,Added/replaced fencing or walls,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,34,"Added/replaced swimming pool, tennis court, or other recreational structure",YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,35,"Added/replaced shed, detached garage, or other building",YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,36,Added/replaced landscaping or sprinkler system,YES,YES
AHS2015,JOBTYPE11,JOBTYPE,C,37,Other major improvements or repairs to lot or yard (up to three could be reported),YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,01,Earthquake damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,02,"Tornado, hurricane, etc. damage required extensive repairs to home",YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,03,Landslide damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,04,Lightning or fire damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,05,Flood damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,06,Other natural disaster damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,07,Added bedroom onto home,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,08,Added bathroom onto home,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,09,Added recreation room onto home,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,10,Added kitchen onto home,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,11,Added other inside room onto home,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,12,Bathroom remodeled,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,13,Kitchen remodeled,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,14,Attached garage or carport added to home,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,15,"Porch, deck, patio, or terrace added to home",YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,16,Added/replaced roof over entire home,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,17,Added/replaced siding on home,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,18,Added/replaced doors or windows in home,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,19,"Added/replaced chimney, stairs or other exterior addition",YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,20,Added/replaced insulation in home,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,21,Added/replaced internal water pipes in home,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,22,Added/replaced plumbing fixtures in home,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,23,"Added/replaced electrical wiring, fuse boxes, or breaker switches in home",YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,24,Added/replaced security system in home,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,25,"Added/replaced carpeting, flooring, paneling, or ceiling tiles",YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,26,Added/replaced central air conditioning,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,27,Added/replaced built-in heating equipment,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,28,Added/replaced septic tank,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,29,Added/replaced water heater,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,30,Added/replaced built-in dishwasher or garbage disposal,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,31,Other major improvements or repairs inside home (up to three could be reported),YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,32,Added/replaced driveways or walkways,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,33,Added/replaced fencing or walls,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,34,"Added/replaced swimming pool, tennis court, or other recreational structure",YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,35,"Added/replaced shed, detached garage, or other building",YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,36,Added/replaced landscaping or sprinkler system,YES,YES
AHS2015,JOBTYPE12,JOBTYPE,C,37,Other major improvements or repairs to lot or yard (up to three could be reported),YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,01,Earthquake damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,02,"Tornado, hurricane, etc. damage required extensive repairs to home",YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,03,Landslide damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,04,Lightning or fire damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,05,Flood damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,06,Other natural disaster damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,07,Added bedroom onto home,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,08,Added bathroom onto home,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,09,Added recreation room onto home,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,10,Added kitchen onto home,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,11,Added other inside room onto home,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,12,Bathroom remodeled,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,13,Kitchen remodeled,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,14,Attached garage or carport added to home,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,15,"Porch, deck, patio, or terrace added to home",YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,16,Added/replaced roof over entire home,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,17,Added/replaced siding on home,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,18,Added/replaced doors or windows in home,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,19,"Added/replaced chimney, stairs or other exterior addition",YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,20,Added/replaced insulation in home,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,21,Added/replaced internal water pipes in home,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,22,Added/replaced plumbing fixtures in home,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,23,"Added/replaced electrical wiring, fuse boxes, or breaker switches in home",YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,24,Added/replaced security system in home,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,25,"Added/replaced carpeting, flooring, paneling, or ceiling tiles",YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,26,Added/replaced central air conditioning,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,27,Added/replaced built-in heating equipment,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,28,Added/replaced septic tank,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,29,Added/replaced water heater,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,30,Added/replaced built-in dishwasher or garbage disposal,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,31,Other major improvements or repairs inside home (up to three could be reported),YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,32,Added/replaced driveways or walkways,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,33,Added/replaced fencing or walls,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,34,"Added/replaced swimming pool, tennis court, or other recreational structure",YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,35,"Added/replaced shed, detached garage, or other building",YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,36,Added/replaced landscaping or sprinkler system,YES,YES
AHS2015,JOBTYPE13,JOBTYPE,C,37,Other major improvements or repairs to lot or yard (up to three could be reported),YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,01,Earthquake damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,02,"Tornado, hurricane, etc. damage required extensive repairs to home",YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,03,Landslide damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,04,Lightning or fire damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,05,Flood damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,06,Other natural disaster damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,07,Added bedroom onto home,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,08,Added bathroom onto home,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,09,Added recreation room onto home,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,10,Added kitchen onto home,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,11,Added other inside room onto home,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,12,Bathroom remodeled,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,13,Kitchen remodeled,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,14,Attached garage or carport added to home,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,15,"Porch, deck, patio, or terrace added to home",YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,16,Added/replaced roof over entire home,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,17,Added/replaced siding on home,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,18,Added/replaced doors or windows in home,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,19,"Added/replaced chimney, stairs or other exterior addition",YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,20,Added/replaced insulation in home,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,21,Added/replaced internal water pipes in home,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,22,Added/replaced plumbing fixtures in home,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,23,"Added/replaced electrical wiring, fuse boxes, or breaker switches in home",YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,24,Added/replaced security system in home,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,25,"Added/replaced carpeting, flooring, paneling, or ceiling tiles",YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,26,Added/replaced central air conditioning,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,27,Added/replaced built-in heating equipment,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,28,Added/replaced septic tank,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,29,Added/replaced water heater,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,30,Added/replaced built-in dishwasher or garbage disposal,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,31,Other major improvements or repairs inside home (up to three could be reported),YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,32,Added/replaced driveways or walkways,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,33,Added/replaced fencing or walls,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,34,"Added/replaced swimming pool, tennis court, or other recreational structure",YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,35,"Added/replaced shed, detached garage, or other building",YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,36,Added/replaced landscaping or sprinkler system,YES,YES
AHS2015,JOBTYPE14,JOBTYPE,C,37,Other major improvements or repairs to lot or yard (up to three could be reported),YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,01,Earthquake damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,02,"Tornado, hurricane, etc. damage required extensive repairs to home",YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,03,Landslide damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,04,Lightning or fire damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,05,Flood damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,06,Other natural disaster damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,07,Added bedroom onto home,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,08,Added bathroom onto home,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,09,Added recreation room onto home,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,10,Added kitchen onto home,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,11,Added other inside room onto home,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,12,Bathroom remodeled,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,13,Kitchen remodeled,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,14,Attached garage or carport added to home,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,15,"Porch, deck, patio, or terrace added to home",YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,16,Added/replaced roof over entire home,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,17,Added/replaced siding on home,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,18,Added/replaced doors or windows in home,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,19,"Added/replaced chimney, stairs or other exterior addition",YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,20,Added/replaced insulation in home,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,21,Added/replaced internal water pipes in home,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,22,Added/replaced plumbing fixtures in home,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,23,"Added/replaced electrical wiring, fuse boxes, or breaker switches in home",YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,24,Added/replaced security system in home,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,25,"Added/replaced carpeting, flooring, paneling, or ceiling tiles",YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,26,Added/replaced central air conditioning,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,27,Added/replaced built-in heating equipment,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,28,Added/replaced septic tank,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,29,Added/replaced water heater,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,30,Added/replaced built-in dishwasher or garbage disposal,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,31,Other major improvements or repairs inside home (up to three could be reported),YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,32,Added/replaced driveways or walkways,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,33,Added/replaced fencing or walls,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,34,"Added/replaced swimming pool, tennis court, or other recreational structure",YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,35,"Added/replaced shed, detached garage, or other building",YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,36,Added/replaced landscaping or sprinkler system,YES,YES
AHS2015,JOBTYPE15,JOBTYPE,C,37,Other major improvements or repairs to lot or yard (up to three could be reported),YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,01,Earthquake damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,02,"Tornado, hurricane, etc. damage required extensive repairs to home",YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,03,Landslide damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,04,Lightning or fire damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,05,Flood damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,06,Other natural disaster damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,07,Added bedroom onto home,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,08,Added bathroom onto home,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,09,Added recreation room onto home,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,10,Added kitchen onto home,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,11,Added other inside room onto home,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,12,Bathroom remodeled,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,13,Kitchen remodeled,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,14,Attached garage or carport added to home,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,15,"Porch, deck, patio, or terrace added to home",YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,16,Added/replaced roof over entire home,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,17,Added/replaced siding on home,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,18,Added/replaced doors or windows in home,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,19,"Added/replaced chimney, stairs or other exterior addition",YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,20,Added/replaced insulation in home,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,21,Added/replaced internal water pipes in home,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,22,Added/replaced plumbing fixtures in home,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,23,"Added/replaced electrical wiring, fuse boxes, or breaker switches in home",YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,24,Added/replaced security system in home,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,25,"Added/replaced carpeting, flooring, paneling, or ceiling tiles",YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,26,Added/replaced central air conditioning,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,27,Added/replaced built-in heating equipment,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,28,Added/replaced septic tank,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,29,Added/replaced water heater,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,30,Added/replaced built-in dishwasher or garbage disposal,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,31,Other major improvements or repairs inside home (up to three could be reported),YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,32,Added/replaced driveways or walkways,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,33,Added/replaced fencing or walls,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,34,"Added/replaced swimming pool, tennis court, or other recreational structure",YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,35,"Added/replaced shed, detached garage, or other building",YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,36,Added/replaced landscaping or sprinkler system,YES,YES
AHS2015,JOBTYPE16,JOBTYPE,C,37,Other major improvements or repairs to lot or yard (up to three could be reported),YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,01,Earthquake damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,02,"Tornado, hurricane, etc. damage required extensive repairs to home",YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,03,Landslide damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,04,Lightning or fire damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,05,Flood damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,06,Other natural disaster damage required extensive repairs to home,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,07,Added bedroom onto home,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,08,Added bathroom onto home,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,09,Added recreation room onto home,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,10,Added kitchen onto home,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,11,Added other inside room onto home,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,12,Bathroom remodeled,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,13,Kitchen remodeled,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,14,Attached garage or carport added to home,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,15,"Porch, deck, patio, or terrace added to home",YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,16,Added/replaced roof over entire home,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,17,Added/replaced siding on home,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,18,Added/replaced doors or windows in home,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,19,"Added/replaced chimney, stairs or other exterior addition",YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,20,Added/replaced insulation in home,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,21,Added/replaced internal water pipes in home,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,22,Added/replaced plumbing fixtures in home,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,23,"Added/replaced electrical wiring, fuse boxes, or breaker switches in home",YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,24,Added/replaced security system in home,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,25,"Added/replaced carpeting, flooring, paneling, or ceiling tiles",YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,26,Added/replaced central air conditioning,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,27,Added/replaced built-in heating equipment,YES,YES
AHS2015,JOBTYPE17,JOBTYPE,C,28,Added/replaced septic tank,YES,YES
